Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Fare_Per_KM
2024-07-22 00:14:00,00:14:00,CNR3292564969,Success,CID636575,Bike,Yelahanka,KR Puram,238.0,75.0,,,Yes,Vehicle Breakdown,1622,Cash,1,"3,5","4,5",1622.0
2024-07-30 16:02:00,16:02:00,CNR5825451288,Success,CID913049,Prime SUV,Malleshwaram,Jayanagar,126.0,130.0,,,No,,970,Cash,1,"4,8","3,2",970.0
2024-07-30 10:29:00,10:29:00,CNR9883897265,Success,CID538939,Auto,Hosur Road,Vijayanagar,196.0,95.0,,,No,,562,Cash,1,"4,3","3,5",562.0
2024-07-15 07:41:00,07:41:00,CNR1156626711,Success,CID336338,eBike,Yeshwanthpur,JP Nagar,98.0,30.0,,,No,,2106,Cash,1,"4,1",4,2106.0
2024-07-14 20:19:00,20:19:00,CNR8492653829,Success,CID497434,Prime SUV,Langford Town,Indiranagar,161.0,135.0,,,No,,2009,UPI,4,"4,4","3,2",502.25
2024-07-29 05:27:00,05:27:00,CNR7395206860,Success,CID182641,Auto,Hulimavu,Koramangala,210.0,90.0,,,No,,2478,UPI,5,"4,8","4,1",495.6
2024-07-05 12:02:00,12:02:00,CNR3561118839,Success,CID803053,eBike,Chickpet,Rajajinagar,231.0,90.0,,,No,,1512,Cash,2,"4,7","4,7",756.0
2024-07-22 08:37:00,08:37:00,CNR2952677255,Success,CID379435,Prime SUV,Indiranagar,Sarjapur Road,154.0,50.0,,,No,,935,Cash,1,"3,5","4,7",935.0
2024-07-07 20:17:00,20:17:00,CNR7643713685,Success,CID420709,eBike,Sahakar Nagar,Peenya,238.0,55.0,,,No,,2131,UPI,4,"4,4","4,6",532.75
2024-07-10 13:48:00,13:48:00,CNR8888277752,Success,CID736658,Prime SUV,Shivajinagar,Koramangala,287.0,30.0,,,No,,2351,Cash,2,"4,8","4,3",1175.5
2024-07-10 23:35:00,23:35:00,CNR2776836738,Success,CID525957,Prime SUV,Varthur,Bellandur,112.0,100.0,,,No,,599,Cash,1,"3,4","3,1",599.0
2024-07-29 00:46:00,00:46:00,CNR2552217729,Success,CID569383,Mini,Padmanabhanagar,MG Road,231.0,140.0,,,No,,1776,Cash,3,"4,1","4,8",592.0
2024-07-15 17:44:00,17:44:00,CNR5367286652,Success,CID922698,eBike,Whitefield,HSR Layout,63.0,90.0,,,Yes,Customer Demand,2835,UPI,3,4,"3,3",945.0
2024-07-06 12:42:00,12:42:00,CNR1266332178,Success,CID954129,Prime Plus,Jayanagar,Varthur,77.0,145.0,,,No,,1371,Cash,2,4,"3,3",685.5
2024-07-20 03:08:00,03:08:00,CNR5664142701,Success,CID702405,Mini,Hebbal,Cox Town,224.0,65.0,,,No,,967,UPI,1,"3,2","3,3",967.0
2024-07-01 14:20:00,14:20:00,CNR1033575280,Success,CID724238,Auto,Kammanahalli,Varthur,280.0,85.0,,,No,,630,UPI,1,"3,4",4,630.0
2024-07-25 21:43:00,21:43:00,CNR5669463085,Success,CID420051,Prime SUV,Langford Town,Bellandur,112.0,30.0,,,No,,963,UPI,1,"4,4","3,9",963.0
2024-07-16 00:53:00,00:53:00,CNR2026043966,Success,CID969756,Prime Plus,Shivajinagar,Majestic,266.0,135.0,,,No,,2943,Cash,3,"4,7","4,2",981.0
2024-07-16 13:43:00,13:43:00,CNR8894900379,Success,CID582925,Bike,Ulsoor,Whitefield,119.0,115.0,,,No,,2328,Cash,2,"4,7","4,9",1164.0
2024-07-04 10:08:00,10:08:00,CNR7920217230,Success,CID318410,Prime Sedan,Mysore Road,Mysore Road,63.0,130.0,,,No,,1585,UPI,2,"3,3","4,8",792.5
2024-07-09 18:54:00,18:54:00,CNR2573159138,Success,CID876962,Auto,Kadugodi,Devanahalli,133.0,85.0,,,No,,1475,UPI,3,"3,6","3,7",491.6666666666667
2024-07-11 13:25:00,13:25:00,CNR8515747095,Success,CID730784,Auto,Marathahalli,Sahakar Nagar,77.0,135.0,,,No,,648,UPI,1,"4,1","4,4",648.0
2024-07-20 23:49:00,23:49:00,CNR7651233096,Success,CID303193,Mini,Padmanabhanagar,Cox Town,231.0,90.0,,,Yes,Other Issue,899,UPI,1,"4,8","4,4",899.0
2024-07-30 00:02:00,00:02:00,CNR8316578000,Success,CID350292,Mini,Shantinagar,Koramangala,224.0,85.0,,,No,,666,Cash,1,"3,3","4,8",666.0
2024-07-22 20:14:00,20:14:00,CNR3400600266,Success,CID465023,Prime Plus,Chamarajpet,Shantinagar,217.0,100.0,,,No,,2769,UPI,1,"3,6","4,6",2769.0
2024-07-01 12:27:00,12:27:00,CNR3911813405,Success,CID376054,Auto,Malleshwaram,Langford Town,252.0,40.0,,,No,,1885,UPI,2,3,"4,1",942.5
2024-07-17 01:16:00,01:16:00,CNR2529337102,Success,CID114770,eBike,HSR Layout,Koramangala,91.0,110.0,,,No,,498,Cash,1,"4,6","3,8",498.0
2024-07-03 13:34:00,13:34:00,CNR6837058471,Success,CID289831,Auto,Rajarajeshwari Nagar,Magadi Road,245.0,30.0,,,No,,2201,Cash,4,"4,5","3,4",550.25
2024-07-29 18:25:00,18:25:00,CNR2021382889,Success,CID973812,Prime SUV,Marathahalli,Chickpet,91.0,85.0,,,No,,1239,Cash,1,"4,6","4,4",1239.0
2024-07-26 15:39:00,15:39:00,CNR2735996717,Success,CID186657,eBike,Frazer Town,Frazer Town,224.0,115.0,,,No,,1852,Cash,2,"4,9","3,8",926.0
2024-07-02 21:42:00,21:42:00,CNR5727094955,Success,CID852484,eBike,BTM Layout,Yelahanka,196.0,125.0,,,Yes,Vehicle Breakdown,639,Cash,1,"4,6","4,4",639.0
2024-07-10 11:03:00,11:03:00,CNR2882657730,Success,CID577542,Auto,Yeshwanthpur,Hulimavu,161.0,90.0,,,No,,1971,Cash,4,"3,3","3,9",492.75
2024-07-09 00:33:00,00:33:00,CNR5297557981,Success,CID137952,Bike,Tumkur Road,Majestic,238.0,95.0,,,No,,795,Cash,1,"3,3","4,3",795.0
2024-07-22 05:13:00,05:13:00,CNR9855319293,Success,CID158720,Mini,Banashankari,Tumkur Road,210.0,125.0,,,No,,642,UPI,1,"4,4","3,2",642.0
2024-07-04 03:56:00,03:56:00,CNR9561974887,Success,CID448981,Prime Plus,Cox Town,Bannerghatta Road,56.0,105.0,,,No,,2306,Cash,3,"3,6","3,6",768.6666666666666
2024-07-18 02:14:00,02:14:00,CNR3591475226,Success,CID825950,Mini,Marathahalli,Devanahalli,266.0,135.0,,,No,,2359,Cash,1,5,"4,6",2359.0
2024-07-29 23:12:00,23:12:00,CNR3552506725,Success,CID921556,eBike,Malleshwaram,Rajarajeshwari Nagar,105.0,95.0,,,No,,1334,UPI,2,"3,4","3,7",667.0
2024-07-16 06:17:00,06:17:00,CNR1168380295,Success,CID635736,Auto,Hulimavu,Chamarajpet,217.0,125.0,,,No,,607,Cash,1,"4,1","4,8",607.0
2024-07-16 09:15:00,09:15:00,CNR8888796172,Success,CID880259,Bike,RT Nagar,Padmanabhanagar,168.0,30.0,,,No,,723,Cash,1,"4,9","4,8",723.0
2024-07-08 07:24:00,07:24:00,CNR2083068169,Success,CID273563,Bike,Sahakar Nagar,Jayanagar,245.0,105.0,,,No,,955,UPI,1,4,"4,8",955.0
2024-07-16 21:39:00,21:39:00,CNR1760791944,Success,CID677372,eBike,Marathahalli,Indiranagar,294.0,65.0,,,No,,2213,UPI,1,"3,6","4,4",2213.0
2024-07-25 06:54:00,06:54:00,CNR4494602529,Success,CID823000,Prime Plus,Marathahalli,Devanahalli,196.0,105.0,,,No,,2622,Cash,4,"4,3","3,3",655.5
2024-07-23 19:12:00,19:12:00,CNR7847177636,Success,CID872548,eBike,Bellandur,Hebbal,175.0,45.0,,,No,,682,Credit Card,1,"4,8","4,9",682.0
2024-07-13 03:31:00,03:31:00,CNR3705572791,Success,CID924080,Prime Plus,JP Nagar,HSR Layout,98.0,65.0,,,Yes,Other Issue,496,UPI,1,"4,2","3,3",496.0
2024-07-14 03:20:00,03:20:00,CNR4825479794,Success,CID517317,Prime Plus,Magadi Road,Mysore Road,42.0,35.0,,,No,,613,Cash,1,"3,4","4,5",613.0
2024-07-20 01:32:00,01:32:00,CNR1126961682,Success,CID850647,Bike,Marathahalli,Devanahalli,63.0,45.0,,,Yes,Customer Demand,1422,Cash,1,4,3,1422.0
2024-07-10 09:22:00,09:22:00,CNR4145753077,Success,CID219030,Mini,MG Road,Padmanabhanagar,126.0,85.0,,,No,,757,UPI,1,"3,2","3,8",757.0
2024-07-27 15:51:00,15:51:00,CNR5702723447,Success,CID120050,Mini,Marathahalli,JP Nagar,168.0,40.0,,,No,,587,UPI,1,"3,7","3,9",587.0
2024-07-05 07:22:00,07:22:00,CNR4263684838,Success,CID856409,Auto,Kengeri,Malleshwaram,77.0,115.0,,,No,,690,Cash,1,"3,5",5,690.0
2024-07-09 03:41:00,03:41:00,CNR8286985343,Success,CID882931,eBike,Shantinagar,Bellandur,133.0,45.0,,,No,,505,Cash,1,"3,4","3,2",505.0
2024-07-29 16:47:00,16:47:00,CNR5939474224,Success,CID650805,Auto,Bannerghatta Road,Cox Town,287.0,60.0,,,No,,847,Cash,1,5,"4,2",847.0
2024-07-14 03:01:00,03:01:00,CNR4144400604,Success,CID722506,eBike,Hebbal,Chamarajpet,231.0,40.0,,,Yes,Vehicle Breakdown,2645,Cash,5,"3,4","4,2",529.0
2024-07-17 03:01:00,03:01:00,CNR4180151412,Success,CID903280,Auto,Peenya,Bannerghatta Road,301.0,40.0,,,No,,745,Cash,1,"4,5","3,8",745.0
2024-07-29 17:34:00,17:34:00,CNR9104270420,Success,CID699070,eBike,Rajajinagar,Nagarbhavi,175.0,50.0,,,No,,2658,UPI,1,"3,3","4,1",2658.0
2024-07-13 12:57:00,12:57:00,CNR1195121245,Success,CID387724,eBike,RT Nagar,Majestic,182.0,70.0,,,No,,580,Cash,1,"3,7","3,7",580.0
2024-07-19 00:20:00,00:20:00,CNR1650320408,Success,CID843102,Mini,Ulsoor,Hennur,56.0,65.0,,,No,,2305,Credit Card,1,"3,8","3,7",2305.0
2024-07-09 05:15:00,05:15:00,CNR5276323960,Success,CID582333,Auto,Rajajinagar,HSR Layout,308.0,120.0,,,No,,2311,UPI,2,"3,5","3,9",1155.5
2024-07-04 01:07:00,01:07:00,CNR7590461886,Success,CID807047,eBike,Shantinagar,Whitefield,154.0,45.0,,,Yes,Vehicle Breakdown,492,Cash,1,"4,7","4,8",492.0
2024-07-29 21:03:00,21:03:00,CNR2455597299,Success,CID615652,Prime SUV,Frazer Town,Cox Town,63.0,40.0,,,No,,2773,Cash,4,"4,7","3,5",693.25
2024-07-03 21:40:00,21:40:00,CNR7446532767,Success,CID234142,Prime Plus,JP Nagar,MG Road,189.0,85.0,,,No,,688,Cash,1,"3,4",3,688.0
2024-07-25 07:52:00,07:52:00,CNR4333674214,Success,CID566205,Bike,Banashankari,Ulsoor,308.0,135.0,,,No,,2733,Cash,1,5,"4,2",2733.0
2024-07-29 03:59:00,03:59:00,CNR1918154263,Success,CID411841,Mini,Frazer Town,Chickpet,161.0,135.0,,,No,,2511,UPI,1,"3,3","3,7",2511.0
2024-07-30 02:39:00,02:39:00,CNR4970007721,Success,CID292403,Auto,RT Nagar,Peenya,133.0,80.0,,,No,,1734,UPI,3,"4,1","3,5",578.0
2024-07-09 10:37:00,10:37:00,CNR2398313328,Success,CID785448,Prime Plus,Indiranagar,Frazer Town,56.0,55.0,,,No,,1460,UPI,2,"4,5","3,9",730.0
2024-07-19 05:03:00,05:03:00,CNR3672977978,Success,CID989309,Auto,Magadi Road,RT Nagar,77.0,50.0,,,No,,2335,UPI,3,"4,3","3,5",778.3333333333334
2024-07-01 02:58:00,02:58:00,CNR2225176562,Success,CID976514,Auto,BTM Layout,Varthur,35.0,30.0,,,No,,2805,UPI,2,"4,7",4,1402.5
2024-07-09 19:51:00,19:51:00,CNR9089835197,Success,CID148761,Auto,Cox Town,Ulsoor,98.0,50.0,,,No,,972,Cash,2,"4,6",5,486.0
2024-07-01 13:59:00,13:59:00,CNR7281558288,Success,CID445988,Prime Plus,Magadi Road,Cox Town,84.0,135.0,,,No,,2746,UPI,5,"4,4",3,549.2
2024-07-20 18:12:00,18:12:00,CNR9152280014,Success,CID133962,Auto,Indiranagar,Padmanabhanagar,112.0,55.0,,,No,,642,Cash,1,"4,5",4,642.0
2024-07-08 13:22:00,13:22:00,CNR7868043506,Success,CID516004,Prime Plus,Richmond Town,Whitefield,98.0,140.0,,,Yes,Customer Demand,664,Cash,1,"3,9","3,2",664.0
2024-07-30 06:59:00,06:59:00,CNR1347216999,Success,CID952372,Mini,Ulsoor,Bellandur,42.0,105.0,,,No,,2839,UPI,1,"4,4",4,2839.0
2024-07-06 22:41:00,22:41:00,CNR8046161912,Success,CID617913,Auto,Peenya,Yeshwanthpur,308.0,50.0,,,No,,496,Cash,1,"3,9","4,4",496.0
2024-07-22 11:42:00,11:42:00,CNR6988863860,Success,CID377123,eBike,Ulsoor,Jayanagar,252.0,45.0,,,No,,1546,Cash,2,"3,7","3,9",773.0
2024-07-13 03:00:00,03:00:00,CNR7125459057,Success,CID949554,Auto,Vijayanagar,Nagarbhavi,189.0,35.0,,,No,,1552,UPI,3,"4,1","4,5",517.3333333333334
2024-07-20 10:53:00,10:53:00,CNR2640980616,Success,CID710007,Bike,RT Nagar,Whitefield,49.0,145.0,,,No,,2602,UPI,3,"3,2","4,9",867.3333333333334
2024-07-04 18:26:00,18:26:00,CNR8218516865,Success,CID853358,Auto,Devanahalli,Varthur,161.0,95.0,,,No,,1641,UPI,1,"4,8",4,1641.0
2024-07-16 11:10:00,11:10:00,CNR9999736375,Success,CID389853,Prime SUV,Yelahanka,Tumkur Road,70.0,120.0,,,No,,915,UPI,1,"3,2","3,4",915.0
2024-07-09 14:59:00,14:59:00,CNR4288643718,Success,CID154737,Prime Sedan,Devanahalli,Rajajinagar,84.0,45.0,,,No,,815,Cash,1,"3,4","3,8",815.0
2024-07-11 16:46:00,16:46:00,CNR5852504621,Success,CID632119,Bike,Yeshwanthpur,Koramangala,308.0,130.0,,,Yes,Customer Demand,2933,UPI,2,4,"4,3",1466.5
2024-07-01 01:59:00,01:59:00,CNR1855329994,Success,CID718101,Bike,Yeshwanthpur,Sahakar Nagar,203.0,85.0,,,No,,2544,UPI,2,"3,7","3,4",1272.0
2024-07-01 15:37:00,15:37:00,CNR7020375089,Success,CID798506,Auto,Varthur,Kadugodi,266.0,95.0,,,No,,488,Cash,1,"3,6","4,1",488.0
2024-07-01 15:10:00,15:10:00,CNR3997876569,Success,CID813150,Prime Plus,Basavanagudi,Bellandur,266.0,35.0,,,No,,2793,UPI,5,3,"4,9",558.6
2024-07-02 12:13:00,12:13:00,CNR7497656079,Success,CID246016,eBike,Tumkur Road,Rajajinagar,287.0,100.0,,,No,,874,UPI,1,4,"4,6",874.0
2024-07-01 07:21:00,07:21:00,CNR6699271225,Success,CID916868,eBike,Hennur,Magadi Road,126.0,35.0,,,No,,2440,Cash,4,"4,5","4,2",610.0
2024-07-01 04:23:00,04:23:00,CNR2818336733,Success,CID255646,Mini,Koramangala,BTM Layout,266.0,75.0,,,No,,2827,Cash,4,"4,5","3,2",706.75
2024-07-24 05:50:00,05:50:00,CNR4816121753,Success,CID596014,Prime Sedan,Hennur,Peenya,266.0,100.0,,,No,,1310,Cash,1,"3,6","4,6",1310.0
2024-07-14 04:48:00,04:48:00,CNR8706703175,Success,CID946697,Prime Sedan,Vijayanagar,Electronic City,175.0,60.0,,,No,,657,UPI,1,"4,6","3,5",657.0
2024-07-21 23:16:00,23:16:00,CNR7446169188,Success,CID910546,Prime Plus,Hulimavu,Hosur Road,196.0,25.0,,,No,,927,Cash,1,"4,1","3,3",927.0
2024-07-10 09:34:00,09:34:00,CNR1436222892,Success,CID391820,Auto,Shantinagar,Yeshwanthpur,105.0,25.0,,,Yes,Vehicle Breakdown,2801,Cash,1,"4,1",4,2801.0
2024-07-21 22:03:00,22:03:00,CNR3606870094,Success,CID633527,Prime Sedan,Cox Town,Indiranagar,196.0,55.0,,,No,,1473,UPI,3,5,"3,3",491.0
2024-07-24 00:06:00,00:06:00,CNR6422954704,Success,CID410804,Auto,Richmond Town,Langford Town,35.0,90.0,,,Yes,Vehicle Breakdown,563,Cash,1,"3,1","3,3",563.0
2024-07-11 13:05:00,13:05:00,CNR9037886653,Success,CID119869,eBike,Jayanagar,Rajajinagar,154.0,80.0,,,No,,2198,Credit Card,1,"4,7","3,2",2198.0
2024-07-16 08:40:00,08:40:00,CNR9331212171,Success,CID908275,Mini,Shantinagar,Marathahalli,119.0,70.0,,,No,,2596,UPI,4,"3,8","4,9",649.0
2024-07-21 06:44:00,06:44:00,CNR6277394690,Success,CID901030,Mini,JP Nagar,Vijayanagar,105.0,50.0,,,No,,1810,UPI,1,"3,7","3,2",1810.0
2024-07-01 04:35:00,04:35:00,CNR6072154132,Success,CID507850,Prime Sedan,Jayanagar,Chickpet,42.0,55.0,,,No,,2716,UPI,4,"3,7","4,1",679.0
2024-07-02 07:57:00,07:57:00,CNR1832916701,Success,CID510768,Prime Plus,Mysore Road,Kammanahalli,56.0,140.0,,,No,,2180,Cash,3,"3,3","3,4",726.6666666666666
2024-07-25 06:53:00,06:53:00,CNR4305732483,Success,CID135085,Auto,RT Nagar,Jayanagar,147.0,100.0,,,No,,2259,Cash,4,"3,7","3,9",564.75
2024-07-08 04:15:00,04:15:00,CNR6897970810,Success,CID944504,Auto,Peenya,Bannerghatta Road,140.0,35.0,,,No,,685,UPI,1,"3,4","3,6",685.0
2024-07-07 09:55:00,09:55:00,CNR1066855166,Success,CID532314,Bike,Mysore Road,HSR Layout,259.0,50.0,,,No,,1269,UPI,1,"3,6","3,2",1269.0
2024-07-12 23:38:00,23:38:00,CNR6492372213,Success,CID958465,Bike,Koramangala,Richmond Town,224.0,125.0,,,No,,994,Cash,1,"3,2","3,8",994.0
2024-07-21 04:35:00,04:35:00,CNR3710682709,Success,CID463183,Bike,Kadugodi,Whitefield,42.0,70.0,,,No,,1196,Cash,2,"4,3",4,598.0
2024-07-26 23:02:00,23:02:00,CNR9303714759,Success,CID585831,Auto,Basavanagudi,Kadugodi,189.0,95.0,,,Yes,Vehicle Breakdown,727,Cash,1,"3,5",4,727.0
2024-07-13 03:25:00,03:25:00,CNR2235049297,Success,CID476866,Prime SUV,Koramangala,Hulimavu,84.0,50.0,,,No,,608,UPI,1,"4,4","4,5",608.0
2024-07-12 17:13:00,17:13:00,CNR4847947677,Success,CID666534,Auto,Koramangala,Hulimavu,63.0,30.0,,,No,,2447,UPI,3,"4,5",5,815.6666666666666
2024-07-28 17:17:00,17:17:00,CNR1993143132,Success,CID815130,Prime Sedan,JP Nagar,Shivajinagar,112.0,70.0,,,No,,809,Cash,1,"4,3","4,8",809.0
2024-07-16 10:33:00,10:33:00,CNR9220378282,Success,CID879471,Mini,Varthur,RT Nagar,259.0,120.0,,,No,,2625,Cash,5,"4,5","4,9",525.0
2024-07-25 10:11:00,10:11:00,CNR1865499935,Success,CID522466,eBike,Majestic,Marathahalli,280.0,25.0,,,No,,2776,UPI,5,"3,8","3,2",555.2
2024-07-06 03:08:00,03:08:00,CNR2687478428,Success,CID780671,Mini,Ulsoor,Ulsoor,238.0,125.0,,,No,,970,Cash,2,"3,1","4,4",485.0
2024-07-22 17:02:00,17:02:00,CNR7456278993,Success,CID580085,Auto,Kengeri,Hebbal,140.0,115.0,,,No,,935,UPI,1,"3,1",3,935.0
2024-07-21 08:40:00,08:40:00,CNR1564045484,Success,CID105643,Prime Sedan,Basavanagudi,Cox Town,175.0,65.0,,,No,,2908,UPI,4,"4,1","3,3",727.0
2024-07-07 14:03:00,14:03:00,CNR1328368260,Success,CID578884,Bike,Whitefield,RT Nagar,70.0,65.0,,,No,,756,Cash,1,"3,2","3,3",756.0
2024-07-25 20:35:00,20:35:00,CNR6436847809,Success,CID767721,Prime Plus,Chamarajpet,Hebbal,238.0,60.0,,,No,,2296,UPI,3,"3,6","3,6",765.3333333333334
2024-07-02 09:54:00,09:54:00,CNR2039228270,Success,CID119818,Auto,Hosur Road,Hebbal,105.0,60.0,,,No,,724,Cash,1,"3,6","4,2",724.0
2024-07-20 22:25:00,22:25:00,CNR2581257759,Success,CID306774,Prime Plus,Magadi Road,Vijayanagar,217.0,90.0,,,No,,2852,UPI,5,"4,7","4,1",570.4
2024-07-16 11:14:00,11:14:00,CNR2325324621,Success,CID392337,Prime Plus,Indiranagar,Koramangala,119.0,65.0,,,No,,980,Cash,2,"4,6","4,8",490.0
2024-07-18 21:56:00,21:56:00,CNR8017560940,Success,CID927213,Prime Sedan,Electronic City,Shivajinagar,210.0,65.0,,,No,,618,UPI,1,"4,6","3,6",618.0
2024-07-27 09:42:00,09:42:00,CNR3148828086,Success,CID706395,Prime SUV,Kengeri,MG Road,63.0,70.0,,,No,,2474,UPI,1,"4,9","4,6",2474.0
2024-07-06 01:43:00,01:43:00,CNR5321363481,Success,CID289052,Auto,Devanahalli,Shantinagar,77.0,90.0,,,No,,2266,Cash,2,"4,5","3,3",1133.0
2024-07-03 06:48:00,06:48:00,CNR4886238337,Success,CID973484,Prime SUV,Hosur Road,Vijayanagar,84.0,35.0,,,No,,2400,Cash,1,3,"3,9",2400.0
2024-07-24 16:59:00,16:59:00,CNR1809756267,Success,CID700202,Auto,Banashankari,Yelahanka,140.0,65.0,,,No,,2861,Cash,5,"4,3","4,7",572.2
2024-07-02 15:26:00,15:26:00,CNR2352211777,Success,CID151316,Auto,Peenya,Langford Town,126.0,145.0,,,No,,2904,UPI,5,"3,2","3,3",580.8
2024-07-29 08:44:00,08:44:00,CNR4078151715,Success,CID589908,Prime Plus,HSR Layout,Hosur Road,147.0,45.0,,,No,,2823,Cash,2,"3,8","4,5",1411.5
2024-07-19 21:41:00,21:41:00,CNR7159173845,Success,CID915191,Auto,Ulsoor,Kadugodi,35.0,45.0,,,No,,2324,Cash,2,"4,1",3,1162.0
2024-07-26 17:00:00,17:00:00,CNR9616794541,Success,CID898813,Auto,Padmanabhanagar,KR Puram,49.0,65.0,,,No,,1461,Cash,3,"3,8","3,9",487.0
2024-07-16 01:25:00,01:25:00,CNR8189079334,Success,CID616764,Prime Sedan,Ramamurthy Nagar,Hosur Road,168.0,115.0,,,No,,2846,Cash,3,"4,5","3,1",948.6666666666666
2024-07-20 22:34:00,22:34:00,CNR2703953164,Success,CID876549,Auto,Kadugodi,Frazer Town,210.0,25.0,,,No,,877,Cash,1,"4,8","3,3",877.0
2024-07-21 22:22:00,22:22:00,CNR5970372020,Success,CID299353,Auto,Cox Town,Banashankari,168.0,120.0,,,No,,952,Cash,1,"4,3","3,4",952.0
2024-07-12 06:32:00,06:32:00,CNR9555311349,Success,CID680525,Prime Sedan,Basavanagudi,Hebbal,280.0,95.0,,,No,,988,UPI,1,"3,9","4,1",988.0
2024-07-15 13:39:00,13:39:00,CNR1039704461,Success,CID136952,Prime SUV,Peenya,Yeshwanthpur,70.0,95.0,,,No,,2516,Cash,4,"3,7","4,5",629.0
2024-07-12 23:11:00,23:11:00,CNR4131853443,Success,CID563360,Bike,Hennur,Rajarajeshwari Nagar,56.0,35.0,,,No,,882,UPI,1,"4,2","4,3",882.0
2024-07-07 23:54:00,23:54:00,CNR4946081845,Success,CID853532,Auto,Tumkur Road,Vijayanagar,70.0,40.0,,,No,,1203,UPI,1,3,"4,5",1203.0
2024-07-17 03:09:00,03:09:00,CNR3659869004,Success,CID459699,Bike,Chamarajpet,Sarjapur Road,280.0,70.0,,,No,,992,Cash,1,"4,6","3,8",992.0
2024-07-16 02:42:00,02:42:00,CNR7095556680,Success,CID714066,Prime SUV,RT Nagar,HSR Layout,70.0,125.0,,,No,,797,UPI,1,"3,6","3,4",797.0
2024-07-21 19:19:00,19:19:00,CNR5614417718,Success,CID320994,Auto,Tumkur Road,Bannerghatta Road,119.0,30.0,,,No,,2840,UPI,2,"3,3","3,8",1420.0
2024-07-19 14:05:00,14:05:00,CNR8661907990,Success,CID207082,Auto,Koramangala,Koramangala,56.0,25.0,,,No,,2757,Cash,2,5,4,1378.5
2024-07-15 01:03:00,01:03:00,CNR9698631467,Success,CID403301,Prime Sedan,Rajajinagar,Devanahalli,56.0,65.0,,,No,,601,Cash,1,5,"4,2",601.0
2024-07-26 19:57:00,19:57:00,CNR6317801648,Success,CID284012,Mini,Shantinagar,Kadugodi,161.0,45.0,,,No,,993,UPI,1,"3,7","3,3",993.0
2024-07-17 14:25:00,14:25:00,CNR1592432943,Success,CID163365,Auto,Malleshwaram,Langford Town,147.0,45.0,,,No,,2086,UPI,1,"4,8","4,1",2086.0
2024-07-24 02:49:00,02:49:00,CNR9379285782,Success,CID579121,Bike,Kammanahalli,Ulsoor,168.0,100.0,,,No,,493,UPI,1,"4,2","3,7",493.0
2024-07-08 16:49:00,16:49:00,CNR5134364592,Success,CID671939,Mini,Chamarajpet,Hebbal,224.0,110.0,,,No,,549,Cash,1,"4,4","3,2",549.0
2024-07-06 06:29:00,06:29:00,CNR1500848737,Success,CID363983,Auto,Rajarajeshwari Nagar,Hulimavu,224.0,100.0,,,Yes,Vehicle Breakdown,2094,UPI,3,"3,5","4,4",698.0
2024-07-25 23:24:00,23:24:00,CNR7132241342,Success,CID959265,Auto,Sahakar Nagar,Shantinagar,35.0,45.0,,,No,,2627,Cash,5,"3,7","3,7",525.4
2024-07-18 11:02:00,11:02:00,CNR3435061599,Success,CID797410,eBike,Chickpet,Koramangala,98.0,40.0,,,No,,2973,Cash,2,"4,8",4,1486.5
2024-07-25 06:37:00,06:37:00,CNR5048470354,Success,CID954357,Prime Sedan,Ulsoor,MG Road,308.0,145.0,,,No,,2145,Cash,3,"4,5","3,7",715.0
2024-07-28 01:40:00,01:40:00,CNR5288144098,Success,CID283249,Prime SUV,Chamarajpet,Rajajinagar,98.0,95.0,,,Yes,Other Issue,1956,UPI,3,"3,5","4,9",652.0
2024-07-17 14:35:00,14:35:00,CNR5120126290,Success,CID592509,Mini,Ramamurthy Nagar,Hennur,77.0,135.0,,,No,,2140,Cash,1,"3,8",5,2140.0
2024-07-16 09:51:00,09:51:00,CNR3903496179,Success,CID845464,Prime SUV,Mysore Road,Shantinagar,119.0,75.0,,,No,,560,UPI,1,"3,8","3,6",560.0
2024-07-23 13:10:00,13:10:00,CNR2640615822,Success,CID497869,Prime Sedan,Yelahanka,Rajarajeshwari Nagar,203.0,100.0,,,No,,663,Cash,1,"4,3",5,663.0
2024-07-16 17:43:00,17:43:00,CNR3624294503,Success,CID411158,Mini,Vijayanagar,Sahakar Nagar,245.0,125.0,,,No,,985,Cash,1,"3,1","3,1",985.0
2024-07-18 23:44:00,23:44:00,CNR6351054159,Success,CID250117,Bike,Varthur,Nagarbhavi,56.0,130.0,,,No,,899,Debit Card,1,"3,6","4,3",899.0
2024-07-25 02:15:00,02:15:00,CNR3131831724,Success,CID863415,Prime SUV,Vijayanagar,Kammanahalli,77.0,80.0,,,No,,602,Cash,1,"3,1","3,6",602.0
2024-07-14 15:52:00,15:52:00,CNR3634960556,Success,CID469817,Auto,Hulimavu,Yelahanka,49.0,140.0,,,No,,2981,UPI,5,"3,8","4,1",596.2
2024-07-14 10:01:00,10:01:00,CNR2114045376,Success,CID140972,Prime Sedan,Devanahalli,Shivajinagar,273.0,130.0,,,No,,1521,Cash,2,"4,7","4,3",760.5
